Filename;Line Number;Function Name;Call Count;Cumulative Time;Internal Time
generic.py;5881;<genexpr>;9;1,11E-01;8,26E+09
fromnumeric.py;70;<dictcomp>;8;1,10E-01;1,10E-01
concat.py;731;_next_or_none;14;1,10E-01;8,29E-03
c_parser_wrapper.py;190;close;1;1,08E-01;3,29E+10
~;0;<built-in method builtins.setattr>;38;1,07E-01;1,07E-01
managers.py;655;<listcomp>;11;1,03E-01;1,03E-01
<__array_function__ internals>;177;mean;1;8,85E-02;2,80E+10
shape_base.py;81;atleast_2d;8;7,61E-02;4,02E-01
~;0;<built-in method _abc._abc_instancecheck>;69;7,42E-02;7,42E-02
enum.py;192;__get__;47;7,11E-02;5,50E+11
~;0;<method 'reshape' of 'numpy.ndarray' objects>;48;6,50E-02;6,50E-02
base.py;6804;delete;1;3,90E-02;5,71E+09
cast.py;328;maybe_downcast_numeric;10;3,58E-02;2,37E-01
common.py;544;is_string_dtype;9;3,08E-02;1,19E+11
concat.py;476;<listcomp>;2;2,87E-02;6,29E+09
~;0;<built-in method _operator.or_>;2;2,34E-02;2,34E-02
stride_tricks.py;416;_broadcast_shape;2;9,98E-03;9,60E+09
base.py;124;_reset_cache;1;9,92E-03;1,45E+10
managers.py;287;<listcomp>;13;9,81E-03;9,81E-03
locale.py;396;normalize;2;9,76E-03;7,47E+09
api.py;328;_sanitize_and_check;3;9,73E-03;6,71E-03
_methods.py;67;_count_reduce_items;1;9,52E-03;8,85E-03
construction.py;525;treat_as_nested;2;9,31E-03;5,26E+10
common.py;617;get_cython_func;9;9,23E-03;6,56E+09
ops.py;425;_reconstruct_ea_result;1;9,21E-03;6,06E-03
concat.py;354;__init__;25;9,07E-03;9,07E-03
api.py;252;<listcomp>;1;9,05E-03;1,33E-03
function_base.py;5440;_append_dispatcher;40;8,87E-03;8,87E-03
base_parser.py;370;_make_index;1;8,85E-03;2,84E-03
shape_base.py;207;_arrays_for_stack_dispatcher;8;8,80E-03;5,38E+10
managers.py;2381;<listcomp>;8;8,71E-03;8,71E-03
managers.py;1240;value_getitem;10;8,71E-03;8,71E-03
~;0;<built-in method _operator.mul>;1;8,60E-03;8,60E-03
numeric.py;1473;<listcomp>;20;8,44E-03;8,44E-03
dtypes.py;913;construct_from_string;2;8,39E-03;6,03E+09
algorithms.py;855;resolve_na_sentinel;11;8,37E-03;8,37E-03
fromnumeric.py;1777;_ravel_dispatcher;40;8,11E-03;8,11E-03
rolling.py;264;_validate_numeric_only;1;7,88E-03;5,10E-03
missing.py;107;clean_fill_method;20;7,85E-03;7,85E-03
~;0;<built-in method builtins.locals>;1;7,83E-03;7,83E-03
api.py;246;conv;2;7,72E-03;2,78E-03
iostream.py;90;_event_pipe;4;7,67E-03;7,67E-03
blocks.py;275;__len__;10;7,58E-03;5,78E+09
~;0;<method 'match' of 're.Pattern' objects>;4;7,54E-03;7,54E-03
inference.py;298;is_named_tuple;2;7,18E-03;2,22E-03
_validators.py;141;validate_kwargs;1;7,08E-03;2,74E+10
construction.py;481;<listcomp>;1;6,55E-03;1,67E-03
concat.py;539;<genexpr>;18;6,53E-03;6,53E-03
ops.py;1362;get_splitter;1;6,53E-03;3,14E+10
rolling.py;457;_get_window_indexer;1;6,52E-03;3,91E-03
base.py;3731;_assert_can_do_setop;2;6,37E-03;1,19E-03
inference.py;137;is_re;1;6,19E-03;5.64e-07
ops.py;811;group_keys_seq;1;6,17E-03;2,67E-03
c_parser_wrapper.py;365;<setcomp>;5;6,13E-03;6,13E-03
~;0;<pandas._libs.algos.ensure_object>;17;5,96E-03;5,96E-03
groupby.py;1105;_group_selection_context;2;5,82E-03;2,73E-03
~;0;<method 'write' of '_io.StringIO' objects>;18;5,70E-03;5,70E-03
timedeltas.py;118;_scalar_type;14;5,66E-03;5,66E-03
base_parser.py;358;_maybe_make_multi_index_columns;1;5,65E-03;1,06E+10
function_base.py;5246;_insert_dispatcher;20;5,57E-03;5,57E-03
_validators.py;366;validate_fillna_kwargs;1;5,26E-03;4.66e-06
base_parser.py;814;_do_date_conversions;1;5,25E-03;3,24E-03
~;0;<built-in method posix.getpid>;18;5,21E-03;5,21E-03
nanops.py;1612;_ensure_numeric;2;5,20E-03;2,63E-03
common.py;573;condition;9;4,96E-03;4,96E-03
~;0;<method '__exit__' of '_thread.RLock' objects>;18;4,93E-03;4,93E-03
construction.py;231;mgr_to_mgr;4;4,91E-03;4,18E-03
function_base.py;5050;_delete_dispatcher;21;4,91E-03;4,91E-03
~;0;<method 'acquire' of '_thread.lock' objects>;4;4,88E-03;4,88E-03
<frozen abc>;121;__subclasscheck__;2;4,82E-03;2,43E+10
putmask.py;112;extract_bool_array;2;4,73E-03;3,03E+10
ops.py;122;__init__;10;4,73E-03;4,73E-03
common.py;196;<genexpr>;16;4,69E-03;4,69E-03
dtypes.py;303;construct_from_string;2;4,68E-03;4,49E-03
base.py;7450;<listcomp>;1;4,60E-03;2,17E-03
generic.py;1775;<genexpr>;12;4,59E-03;4,59E-03
config.py;433;__init__;1;4,48E-03;4,18E+09
numeric.py;1407;_moveaxis_dispatcher;20;4,45E-03;4,45E-03
inference.py;102;is_file_like;2;4,40E-03;3,11E+10
~;0;<method 'lower' of 'str' objects>;13;4,33E-03;4,33E-03
concat.py;356;<setcomp>;2;4,02E-03;3,07E-03
base.py;161;_freeze;7;3,95E-03;3,95E-03
grouper.py;587;_ilevel;11;3,94E-03;3,94E-03
construction.py;488;<listcomp>;2;3,91E-03;3,08E+10
base_parser.py;258;_extract_multi_indexer_columns;1;3,89E-03;3,18E-03
<frozen codecs>;309;__init__;1;3,75E-03;2,78E-03
rolling.py;254;_slice_axis_for_step;1;3,67E-03;1,53E-03
concat.py;625;_get_result_dim;3;3,64E-03;2,87E+10
common.py;182;<genexpr>;11;3,64E-03;3,64E-03
base.py;5411;<listcomp>;2;3,64E-03;2,42E-03
inspect.py;292;isclass;4;3,61E-03;2,95E-03
string_.py;118;construct_from_string;2;3,59E-03;3,40E+10
~;0;<built-in method pandas._libs.tslibs.timezones.maybe_get_tz>;4;3,54E-03;3,54E-03
generic.py;558;_get_axis_name;2;3,35E-03;2.6e-06
~;0;<built-in method pandas._libs.missing.is_matching_na>;6;3,20E-03;3,20E-03
common.py;116;ensure_python_int;2;3,19E-03;2,13E-03
stride_tricks.py;542;<genexpr>;9;3,06E-03;3,06E-03
copy.py;66;copy;1;3,02E-03;2,24E-03
base.py;555;<genexpr>;6;3,00E-03;2,52E+10
fromnumeric.py;1034;_argsort_dispatcher;8;2,94E-03;2,94E-03
~;0;<built-in method pandas._libs.lib.is_bool_array>;1;2,86E-03;2,86E-03
~;0;<built-in method builtins.id>;12;2,84E-03;2,84E-03
~;0;<built-in method pandas._libs.tslibs.dtypes.periods_per_second>;3;2,79E-03;2,79E-03
base.py;1741;name;1;2,76E-03;1,54E-03
<ipython-input-134-80e15ba39301>;172;<listcomp>;1;2,75E-03;2,75E-03
range.py;270;stop;4;2,75E-03;2,75E-03
api.py;349;<setcomp>;3;2,70E-03;2,70E-03
rolling.py;239;_check_window_bounds;1;2,68E-03;2,19E-03
~;0;<method 'append' of 'pandas._libs.internals.BlockPlacement' objects>;10;2,65E-03;2,65E-03
datetimelike.py;2206;validate_inferred_freq;9;2,53E-03;2,53E-03
range.py;247;start;4;2,52E-03;2,52E-03
extension.py;70;fget;1;2,42E-03;7,51E+08
groupby.py;1065;_set_group_selection;1;2,38E-03;1,95E-03
apply.py;112;__init__;1;2,34E-03;2,34E-03
parse.py;119;_coerce_args;1;2,30E-03;2,19E-03
c_parser_wrapper.py;208;<dictcomp>;1;2,29E-03;2,29E-03
api.py;268;<listcomp>;1;2,27E-03;2,00E-03
threading.py;568;is_set;4;2,17E-03;2,17E-03
function.py;350;validate_rolling_func;1;2,13E-03;2,01E-03
~;0;<pandas._libs.lib.maybe_indices_to_slice>;2;2,11E-03;2,11E-03
common.py;175;maybe_warn_args_and_kwargs;1;1,99E-03;1,54E+10
rolling.py;347;__getattr__;1;1,93E-03;1,93E-03
config.py;627;_get_registered_option;2;1,88E-03;1,25E-03
c_parser_wrapper.py;318;<dictcomp>;1;1,85E-03;1,85E-03
_validators.py;49;_check_for_default_values;1;1,84E-03;1,58E+10
numeric.py;115;inferred_type;2;1,79E-03;1,79E-03
fromnumeric.py;2427;_all_dispatcher;6;1,71E-03;1,71E-03
~;0;<built-in method sys.intern>;11;1,57E-03;1,57E-03
<string>;2;__init__;1;1,48E-03;1,48E-03
~;0;<built-in method _codecs.lookup>;1;1,40E-03;1,40E-03
common.py;624;is_builtin_func;1;1,37E-03;1,06E-03
config.py;849;inner;2;1,36E-03;1,36E-03
base.py;2457;is_integer;1;1,35E-03;1,00E-03
timedeltas.py;288;_check_compatible_with;7;1,33E-03;1,33E-03
_mixins.py;225;<listcomp>;2;1,27E-03;1,27E-03
range.py;293;step;4;1,23E-03;1,23E-03
c_parser_wrapper.py;314;<listcomp>;1;1,19E-03;1,19E-03
~;0;<method 'append' of 'collections.deque' objects>;4;1,16E-03;1,16E-03
generic.py;4255;_check_inplace_and_allows_duplicate_labels;3;1,15E-03;1,15E-03
base_parser.py;1056;_make_date_converter;1;1,14E-03;1,14E-03
~;0;<method 'groupdict' of 're.Match' objects>;1;1,10E-03;1,10E-03
rolling.py;298;_create_data;1;1,09E-03;9,31E+08
base.py;4233;is_int;3;1,09E-03;8,96E+08
series.py;4818;_reindex_indexer;4;1,07E-03;1,07E-03
base_parser.py;1334;is_index_col;3;1,04E-03;1,04E-03
readers.py;2230;_validate_skipfooter;1;1,04E-03;8,85E+08
~;0;<pandas._libs.lib.is_bool_list>;3;1,02E-03;1,02E-03
~;0;<built-in method posix.fspath>;3;1,00E-03;1,00E-03
