Filename;Line Number;Function Name;Call Count;Cumulative Time;Internal Time
generic.py;3778;take;1;0.005731107;3,86E+10
~;0;<pandas._libs.lib.infer_dtype>;28;0.005666209;0.005448517
managers.py;1394;insert;20;0.005607157000000001;0.000216581
~;0;<method 'astype' of 'numpy.ndarray' objects>;62;0.005461042;0.005461042
algorithms.py;315;unique;1;0.005125043;5,80E+09
algorithms.py;412;unique_with_mask;1;0.005119244;1,57E-01
cast.py;1763;construct_1d_object_array_from_listlike;12;0.005104424000000001;0.004961538000000001
~;0;<built-in method numpy.empty>;240;0.004972493000000001;0.004972493000000001
~;0;<built-in method builtins.min>;9;0.004949974;0.00493942
astype.py;68;astype_nansafe;3;0.004947061;4,28E-01
base.py;3888;get_indexer;7;0.004916246;7,37E-01
~;0;<built-in method builtins.max>;20;0.00486327;0.004855715
nanops.py;86;<genexpr>;3446;0.004595668000000001;0.00225698
ops.py;944;group_info;11;0.004579846;2,25E-01
ops.py;966;_get_compressed_codes;11;0.004553163000000001;6,02E-01
~;0;<method 'unique' of 'pandas._libs.hashtable.StringHashTable' objects>;1;0.004486993;0.004486993
construction.py;100;arrays_to_mgr;4;0.004445008;1,91E-01
~;0;<method 'argsort' of 'numpy.ndarray' objects>;31;0.004419807;0.004419807
series.py;4460;map;1;0.004413272;1,01E-01
readers.py;1395;__init__;1;0.004408607;1,63E-01
readers.py;1703;_make_engine;1;0.0043170990000000005;2,70E-01
base.py;796;_map_values;1;0.004286288;1,01E-01
construction.py;423;dict_to_mgr;2;0.004263211;3,36E-01
groupby.py;1876;_wrap_transform_fast_result;9;0.004192035;7,14E-01
base.py;5356;_getitem_slice;860;0.004126587;0.001728762
ops.py;936;has_dropped_na;10;0.00411125;0.00011009500000000001
frame.py;4132;_iset_item_mgr;13;0.004080211;5,48E-01
base.py;6844;insert;20;0.004053318;0.000211441
managers.py;2182;create_block_manager_from_column_arrays;4;0.0039159500000000005;2,95E-01
accessor.py;178;__get__;7;0.00390665;2,05E+11
~;0;<pandas._libs.algos.take_2d_axis0_int64_int64>;16;0.003896211;0.003896211
managers.py;2253;_form_blocks;4;0.0038427;0.000125553
accessor.py;178;__init__;4;0.0037563460000000003;5,73E+11
accessor.py;197;_validate;4;0.003589001;1,42E+11
c_parser_wrapper.py;49;__init__;1;0.0035810150000000003;0.003271233
managers.py;2305;_stack_arrays;6;0.003570637;0.0032743950000000003
grouper.py;615;codes;11;0.003474294;1,99E+11
grouper.py;658;_codes_and_uniques;11;0.003454402;3,07E-01
algorithms.py;593;factorize;11;0.0034208380000000003;0.00031645800000000004
series.py;6247;_logical_method;13;0.0031450560000000002;9,65E-01
take.py;350;wrapper;14;0.0029981910000000003;9,76E-01
generic.py;4598;_update_inplace;1;0.00298628;9,66E-03
base.py;3975;_get_indexer;6;0.002942277;2,15E+11
~;0;<method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects>;6;0.0028894890000000003;0.0028894890000000003
~;0;<pandas._libs.lib.infer_datetimelike_array>;8;0.002860731;0.002860731
c_parser_wrapper.py;351;_concatenate_chunks;1;0.002857678;0.0010972690000000001
~;0;<pandas._libs.lib.dicts_to_array>;1;0.002846209;0.002846209
~;0;<pandas._libs.algos.take_2d_axis0_object_object>;2;0.0027374390000000004;0.0027374390000000004
base.py;4205;_validate_positional_slice;862;0.002710058;0.001219028
rolling.py;2009;sum;1;0.0026251620000000003;7,11E+09
rolling.py;1453;sum;1;0.00261393;6,71E+09
rolling.py;606;_apply;1;0.002605032;4,87E-03
rolling.py;491;_apply_blockwise;1;0.0025936450000000003;5,96E-03
rolling.py;471;_apply_series;1;0.0025795510000000002;1,28E-01
concat.py;542;<listcomp>;6;0.002407221;1,30E-01
arraylike.py;70;__and__;10;0.0024022270000000003;1,51E-01
concat.py;444;get_reindexed_values;12;0.002394212;5,22E-01
nanops.py;79;check;2584;0.0023386880000000002;0.0016053600000000001
rolling.py;639;homogeneous_func;1;0.002283687;1,02E-02
rolling.py;645;calc;1;0.0022547020000000004;8.97e-06
~;0;<method 'fill' of 'numpy.ndarray' objects>;16;0.0022222780000000003;0.0022222780000000003
blocks.py;1920;delete;10;0.0019029140000000001;4,47E-01
<__array_function__ internals>;177;delete;21;0.00186092;3,66E-01
base.py;721;tolist;5;0.001856603;1,73E-01
concat.py;389;__init__;3;0.001855644;8,75E+10
base.py;2381;is_unique;29;0.0018550040000000002;0.001554227
algorithms.py;530;factorize_array;11;0.0018501400000000001;0.00010330400000000001
blocks.py;1278;shift;7;0.001846177;5,08E-02
~;0;<method 'tolist' of 'numpy.ndarray' objects>;5;0.001830442;0.001830442
frame.py;8267;groupby;11;0.001793826;0.00010058400000000001
generic.py;1516;__invert__;5;0.0017871290000000001;3,50E-01
function_base.py;5054;delete;21;0.001782378;0.001535387
groupby.py;922;__init__;21;0.001731392;0.000139743
~;0;<pandas._libs.window.aggregations.roll_sum>;1;0.0017067100000000002;0.0017067100000000002
grouper.py;702;get_grouper;11;0.0015785;0.00026739
accessor.py;93;f;3;0.001537113;1,09E-02
accessors.py;120;_delegate_method;3;0.001526173;3,72E-01
nanops.py;350;_na_ok_dtype;869;0.001508171;0.000844057
base.py;6582;_validate_indexer;2589;0.001492356;0.001167098
<__array_function__ internals>;177;copyto;94;0.0014101930000000001;0.000170185
array_ops.py;336;logical_op;13;0.0013438360000000002;0.00011068800000000001
~;0;<built-in method _operator.invert>;9;0.0013124760000000001;0.0013124760000000001
frame.py;12012;_reindex_for_setitem;31;0.0012797140000000002;7,59E-01
base.py;6056;_get_indexer_strict;2;0.0012229250000000001;2,41E-01
base.py;7396;_maybe_cast_data_without_dtype;34;0.001221113;0.000164069
ops.py;668;cython_operation;10;0.0012092280000000001;5,48E+11
algorithms.py;269;_get_hashtable_algo;12;0.0011795640000000001;2,40E-01
accessor.py;255;_wrap_result;5;0.001106182;9,55E-01
nanops.py;1453;_maybe_null_out;860;0.001099609;0.00080643
numeric.py;290;full;89;0.0010988570000000002;0.000259472
series.py;5077;reindex;11;0.001086946;5,22E-01
~;0;<method 'factorize' of 'pandas._libs.hashtable.Float64HashTable' objects>;11;0.0010599650000000002;0.0010599650000000002
ops.py;493;_cython_op_ndim_compat;10;0.001050672;5,57E+11
<frozen codecs>;319;decode;31;0.001038691;7,51E-01
generic.py;5044;reindex;11;0.00102611;9,45E-01
arraylike.py;108;__sub__;3;0.001006568;5,64E-03
<__array_function__ internals>;177;select;1;0.001004553;2,06E+10
ops.py;537;_call_cython_op;10;0.0009949750000000002;0.000543432
function_base.py;766;select;1;0.00099043;2,10E+11
generic.py;11108;_logical_func;3;0.000982189;2,80E+11
array_ops.py;136;_na_arithmetic_op;16;0.0009810300000000001;6,62E+10
concat.py;631;_get_new_axes;3;0.000979578;3,66E-01
common.py;537;is_string_or_object_np_dtype;878;0.000972945;0.000972945
~;0;<built-in method _codecs.utf_8_decode>;31;0.0009635430000000001;0.0009635430000000001
concat.py;338;_concat_datetime;2;0.0009598110000000001;1,49E-01
grouper.py;649;group_index;11;0.0009526970000000001;3,35E-01
algorithms.py;1795;safe_sort;11;0.0009464950000000001;8,57E-01
concat.py;633;<listcomp>;3;0.000939286;1,68E-01
series.py;486;_init_dict;2;0.0009379190000000001;1,10E-01
<__array_function__ internals>;177;insert;20;0.0009170020000000001;3,39E+11
series.py;2818;diff;2;0.000913741;1,44E+11
base.py;6285;_should_compare;7;0.0009069550000000001;2,02E-02
series.py;1009;_get_with;2;0.000898944;9,80E-03
expressions.py;225;evaluate;16;0.0008852860000000001;2,53E+11
generic.py;11618;all;2;0.0008848440000000001;5,76E+09
common.py;235;asarray_tuplesafe;46;0.000880703;0.000285462
generic.py;11178;all;2;0.0008790860000000001;7,12E+09
expressions.py;93;_evaluate_numexpr;16;0.000859995;3,34E+11
series.py;6183;mask;1;0.000855921;2,73E+10
generic.py;10012;mask;1;0.000848277;7,68E-03
~;0;<built-in method numpy.arange>;38;0.0008397410000000001;0.0008397410000000001
frame.py;6586;drop_duplicates;1;0.000839146;9,54E-03
function_base.py;5250;insert;20;0.000833796;0.000309543
blocks.py;836;_slice;875;0.0008207010000000001;0.0007831170000000001
expressions.py;64;_evaluate_standard;16;0.000815005;2,60E+11
_dtype.py;344;_name_get;93;0.000814383;0.000314483
construction.py;881;create_series_with_explicit_dtype;3;0.000814259;1,78E+11
groupby.py;2435;sum;1;0.000803133;8,73E-03
base.py;2421;is_boolean;14;0.0007942190000000001;1,75E+11
datetimelike.py;533;_concat_same_type;2;0.000787438;8,02E-03
base.py;6032;get_indexer_for;3;0.000781849;7,74E-03
groupby.py;1699;_agg_general;1;0.000777606;6,68E+10
algorithms.py;287;_check_object_for_strings;12;0.0007751230000000001;6,08E-01
base.py;2745;inferred_type;10;0.0007749230000000001;9,62E-03
_mixins.py;214;_concat_same_type;2;0.0007610500000000001;9,97E-03
series.py;6117;where;1;0.0007508440000000001;2,02E-03
arraylike.py;60;__ge__;3;0.000750084;4,74E+10
generic.py;9788;where;1;0.0007438880000000001;6,87E-03
frame.py;10917;_reduce_axis1;1;0.000741819;9,39E+10
generic.py;9614;_where;1;0.00073633;2,14E+11
warnings.py;130;filterwarnings;46;0.0007340430000000001;0.000219897
array_ops.py;354;fill_bool;25;0.000729004;3,90E-01
_validators.py;226;validate_bool_kwarg;878;0.000728089;0.000521
indexing.py;1213;_getitem_iterable;1;0.0007240710000000001;6,03E-03
generic.py;1402;__getitem__;10;0.000723546;2,90E-01
common.py;645;get_handle;1;0.000708017;2,36E-01
base.py;231;__getitem__;10;0.000692999;5,15E-01
ops.py;792;_get_splitter;1;0.000689375;3.8e-06
arraylike.py;52;__le__;3;0.000678709;3,64E+10
series.py;5725;notnull;2;0.000654314;4,18E-03
managers.py;1455;_insert_update_blklocs_and_blknos;20;0.0006538630000000001;8,79E+10
extension.py;95;method;3;0.000653858;2,27E-01
generic.py;7895;notnull;2;0.000650139;1,39E+11
blocks.py;2161;new_block_2d;47;0.000582901;0.000134021
indexing.py;1406;_get_listlike_indexer;1;0.000580084;4,45E-03
~;0;<built-in method builtins.print>;5;0.0005751420000000001;5,14E+11
<__array_function__ internals>;177;append;40;0.0005539060000000001;4,13E-02
utils.py;243;maybe_convert_indices;10;0.00055187;0.000383415
~;0;<built-in method io.open>;1;0.000548836;0.000545091
missing.py;645;na_value_for_dtype;85;0.000540398;0.00018987700000000003
algorithms.py;1679;diff;2;0.000540248;0.00032794700000000004
nanops.py;542;nanall;6;0.000539241;1,58E+11
objects.py;77;get_window_bounds;1;0.0005356940000000001;0.000134725
~;0;<built-in method builtins.sorted>;27;0.000525449;6,26E+10
iostream.py;526;write;18;0.000523763;9,28E+10
generic.py;4137;_check_setitem_copy;34;0.000517706;7,54E+10
managers.py;2324;<lambda>;100;0.000505605;8,15E-02
base.py;6576;_maybe_cast_listlike_indexer;7;0.0005031570000000001;5,30E-03
timedeltas.py;714;total_seconds;3;0.0004897440000000001;0.00022155000000000002
common.py;501;is_categorical_dtype;69;0.000486542;8,75E-01
cast.py;574;_maybe_promote;39;0.00048383100000000005;0.000110643
~;0;<built-in method _operator.sub>;3;0.000478899;1,40E-01
~;0;<pandas._libs.algos.take_1d_int64_int64>;19;0.00047433100000000004;0.00047433100000000004
function_base.py;5444;append;40;0.00047013;9,37E+10
concat.py;638;_get_comb_axis;3;0.00046721;8,44E-03
arraylike.py;78;__or__;2;0.000464073;4,59E-03
construction.py;588;_homogenize;4;0.000457658;4,41E-01
concat.py;648;_get_concat_axis;3;0.000455238;1,23E+11
api.py;78;get_objs_combined_axis;3;0.00045420100000000005;7,75E-03
~;0;<pandas._libs.algos.take_2d_axis1_int64_int64>;5;0.00045264700000000003;0.00045264700000000003
ops.py;990;result_index;11;0.000449695;4.99e-05
utils.py;191;validate_indices;14;0.00044459100000000004;5,33E+11
datetimelike.py;1487;__sub__;2;0.000443288;1,69E-01
<__array_function__ internals>;177;moveaxis;20;0.00044005600000000003;2,52E-01
api.py;122;_get_combined_index;3;0.00043404900000000005;1,72E+11
base.py;4318;reindex;2;0.00043185;1,22E-01
indexing.py;2643;need_slice;862;0.00042798300000000005;0.00042798300000000005
ops.py;979;ngroups;10;0.00042548600000000004;1,35E+11
blocks.py;160;_consolidate_key;44;0.000424155;8,28E+10
concat.py;708;_concat_indexes;2;0.000420846;4,92E-03
blocks.py;200;fill_value;36;0.000420671;5,06E-01
algorithms.py;117;_ensure_data;13;0.00041656;6,59E-01
generic.py;11829;mean;2;0.000416174;4,28E-03
base.py;5377;append;2;0.00041592800000000003;1,03E+11
~;0;<built-in method _operator.eq>;6;0.000414939;0.000414939
generic.py;11393;mean;2;0.000411891;5,52E-03
blocks.py;221;make_block;26;0.000408859;5,46E-01
fromnumeric.py;51;_wrapfunc;11;0.00040646100000000005;2,41E-01
generic.py;11309;_stat_function;2;0.000406372;1,23E-01
warnings.py;181;_add_filter;86;0.0003998;0.00022437200000000003
accessors.py;64;_get_values;3;0.000396818;1,59E-01
timedeltas.py;845;sequence_to_td64ns;7;0.000387227;8,05E-01
iostream.py;456;_schedule_flush;18;0.000386768;1,51E+11
base.py;881;_engine;29;0.00038658800000000005;0.000196729
numeric.py;1411;moveaxis;20;0.000384923;0.00013614
base.py;5407;_concat;2;0.00038486900000000003;9,79E+09
concat.py;605;_get_empty_dtype;6;0.000379879;2,66E+11
blocks.py;439;coerce_to_target_dtype;2;0.00037939200000000004;5,52E+09
frame.py;6684;duplicated;1;0.000379052;1,50E+11
iostream.py;202;schedule;4;0.000371647;3,32E+11
base.py;6901;drop;1;0.00036890500000000005;1,29E+11
generic.py;1015;_wrap_applied_output;1;0.00036868400000000004;2,17E+11
_dtype.py;330;_name_includes_bit_suffix;93;0.00035917100000000003;9,28E+10
base.py;1963;rename;11;0.00035785200000000003;1,84E-01
managers.py;365;where;1;0.000351374;2,63E-03
timedeltas.py;118;__new__;3;0.000350933;1,67E-01
timedeltas.py;146;dtype;988;0.00034407100000000005;0.00034407100000000005
array_ops.py;295;na_logical_op;13;0.000343438;3,42E+11
<__array_function__ internals>;177;clip;2;0.00033379700000000004;3,54E-03
fromnumeric.py;2111;clip;2;0.000326827;4,10E-03
api.py;204;union_indexes;4;0.000320894;2,67E+11
~;0;<method 'clip' of 'numpy.ndarray' objects>;2;0.00031629200000000003;3,65E+10
timedeltas.py;205;_from_sequence_not_strict;3;0.00031357300000000004;2,01E-01
_methods.py;127;_clip;2;0.00031264600000000003;1,02E-01
base.py;1852;set_names;11;0.000310197;5,29E-02
socket.py;543;send;4;0.000301614;0.000301614
arraylike.py;74;__rand__;1;0.000300172;1,74E+10
nanops.py;1492;check_below_min_count;860;0.000293179;0.000293179
managers.py;997;__init__;888;0.00029067300000000003;0.00018678300000000002
grouper.py;467;__init__;11;0.000284178;8,36E+10
fromnumeric.py;69;_wrapreduction;8;0.00028361200000000004;4,40E-02
numerictypes.py;356;issubdtype;74;0.000283263;0.000126153
nanops.py;119;f;2;0.00028242800000000004;9,86E+09
managers.py;2054;index;865;0.00027814500000000004;0.00027814500000000004
concat.py;625;<listcomp>;6;0.000275763;2,73E+11
blocks.py;376;_split_op_result;15;0.000272995;3,54E-01
~;0;<method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects>;13;0.000272303;0.00015888300000000002
managers.py;1445;_insert_update_mgr_locs;20;0.000270569;0.000112069
indexing.py;2488;convert_to_index_sliceable;40;0.000270156;9,87E+10
<__array_function__ internals>;177;all;6;0.000268317;1,39E-01
frame.py;600;_constructor;881;0.000266964;0.000266964
generic.py;179;_wrap_agged_manager;10;0.000266292;4,24E+11
~;0;<built-in method _operator.and_>;11;0.000266038;0.000266038
_methods.py;108;_clip_dep_invoke_with_casting;2;0.000262583;0.000262583
range.py;195;_data;4;0.000260301;1,75E+11
datetimelike.py;1159;_sub_datetimelike_scalar;1;0.000259375;1,06E-01
cast.py;1291;maybe_cast_to_datetime;12;0.000257454;0.00014680000000000002
datetimelike.py;896;_maybe_mask_results;3;0.000254236;1,63E-01
nanops.py;656;nanmean;2;0.000252;1,55E-01
timedeltas.py;193;_from_sequence;4;0.000247188;2,24E-02
concat.py;199;<listcomp>;3;0.000244475;7,23E+10
__init__.py;225;compile;52;0.000243402;4,09E-01
managers.py;1846;is_consolidated;20;0.000242708;2,55E+11
~;0;<method 'min' of 'numpy.ndarray' objects>;14;0.00024169500000000002;2,10E+11
~;0;<method 'max' of 'numpy.ndarray' objects>;23;0.00024064500000000002;2,83E+11
cast.py;566;_maybe_promote_cached;18;0.00024029400000000003;2,01E-01
fromnumeric.py;2432;all;6;0.000239515;1,61E+11
concat.py;278;_get_mgr_concatenation_plan;6;0.00023724800000000002;0.000141155
series.py;2352;duplicated;1;0.00023494500000000002;6,18E-03
datetimelike.py;637;_validate_scalar;14;0.00022446500000000003;6,28E-01
_methods.py;43;_amin;14;0.000220647;1,48E+11
arraylike.py;124;__truediv__;1;0.00022001600000000002;1,36E-03
managers.py;1854;_consolidate_check;17;0.00021720200000000003;6,07E-01
_methods.py;39;_amax;23;0.00021233000000000002;2,05E+11
~;0;<pandas._libs.lib.is_bool>;884;0.00020885900000000001;0.00020885900000000001
concat.py;415;is_na;16;0.00020437800000000001;4,02E+11
warnings.py;165;simplefilter;40;0.000202677;5,43E+11
__init__.py;272;_compile;52;0.000202544;0.000126135
base.py;5116;_get_engine_target;35;0.00019264500000000002;7,73E+10
warnings.py;466;__enter__;86;0.00019225600000000002;0.000174763
generic.py;1799;_get_label_or_level_values;1;0.00018858700000000002;1,55E-01
~;0;<method 'delete' of 'pandas._libs.internals.BlockPlacement' objects>;10;0.000186552;2,63E+11
algorithms.py;197;_reconstruct_data;23;0.00018434000000000001;6,83E-01
datetimes.py;290;_from_sequence_not_strict;2;0.000182353;1,57E-01
nanops.py;195;_get_fill_value;869;0.00018191300000000002;0.00018191300000000002
<__array_function__ internals>;177;ravel;40;0.000180401;3,69E+11
arraylike.py;116;__mul__;1;0.00017980100000000002;1,55E+10
generic.py;5277;<genexpr>;22;0.00017675200000000002;2,44E-01
rolling.py;390;_prep_values;1;0.000176567;8,38E-01
concat.py;705;_combine_concat_plans;20;0.000173907;0.00010116400000000001
~;0;<method 'values' of 'dict' objects>;870;0.00017227;0.00017227
common.py;1204;is_numeric_dtype;39;0.00016746;5,93E-02
concat.py;246;_maybe_reindex_columns_na_proxy;3;0.00016651800000000002;7,17E+09
ops.py;343;_ea_wrap_cython_operation;1;0.000162237;6.35e-06
datetimelike.py;525;view;4;0.00016058900000000002;6,32E-03
~;0;<built-in method _operator.ge>;3;0.000160234;0.000160234
generic.py;1997;__contains__;21;0.00015815000000000002;2,82E+11
datetimes.py;241;_box_as_indexlike;1;0.000154374;6,33E-03
_mixins.py;121;view;4;0.00015426800000000002;1,50E+11
concat.py;354;<listcomp>;2;0.000153033;2,14E-03
series.py;5707;isna;1;0.000150265;1,72E-03
managers.py;2398;_fast_count_smallints;20;0.000150161;6,67E+10
api.py;230;_unique_indices;1;0.000149449;5,02E-03
common.py;1403;is_1d_only_ea_obj;16;0.00014858500000000001;6,64E-01
generic.py;7765;isna;1;0.00014855;2,09E-03
numerictypes.py;282;issubclass_;148;0.000148335;0.00010040300000000001
managers.py;1860;<listcomp>;13;0.000147641;0.000117762
~;0;<built-in method _operator.le>;3;0.00014241000000000001;0.00014241000000000001
datetimelike.py;2138;ensure_arraylike_for_datetimelike;10;0.000140836;3,16E-01
generic.py;5332;_reindex_with_indexers;1;0.00013639700000000002;1,08E-01
~;0;<method 'remove' of 'list' objects>;86;0.000136178;0.000136178
ops.py;1311;slabels;1;0.00013562600000000002;1,57E+10
blocks.py;206;_standardize_fill_value;9;0.00013199700000000002;3,63E+11
base.py;494;find;9;0.00013193000000000002;5,39E-01
<__array_function__ internals>;177;argsort;8;0.000131852;2,08E-01
base.py;5551;identical;11;0.000131661;2,70E+11
blocks.py;1436;where;1;0.00013149800000000002;1,88E+11
datetimes.py;313;__new__;1;0.00012989700000000002;7,23E-03
accessors.py;482;__new__;3;0.000129772;2,18E-01
take.py;326;_get_take_nd_function;70;0.000129309;0.000129309
common.py;393;is_timedelta64_dtype;58;0.000126181;7,26E-01
base.py;4020;_check_indexing_method;7;0.00012480300000000002;1,69E-01
<frozen abc>;117;__instancecheck__;69;0.000122476;4,83E-01
datetimelike.py;889;_hasna;3;0.00012172700000000001;3,24E-01
warnings.py;487;__exit__;86;0.00012034300000000001;0.000108467
concat.py;635;_is_uniform_join_units;8;0.00011685900000000001;4,65E-01
series.py;4843;align;2;0.00011667300000000001;4,62E+09
generic.py;11598;any;1;0.000115669;1,82E+10
generic.py;11166;any;1;0.000113851;3,63E-03
datetimes.py;2215;maybe_convert_dtype;4;0.00011373500000000001;1,89E-01
base.py;5363;_can_hold_identifiers_and_holds_name;5;0.000112102;1,04E-01
generic.py;9273;align;2;0.000112058;8,31E-03
ops.py;1316;_sort_idx;1;0.00011191300000000001;2,06E-03
api.py;384;default_index;17;0.00011002900000000001;4,66E+11
sorting.py;639;get_group_index_sorter;1;0.00010985600000000001;1,52E+11
base.py;1310;_duplicated;1;0.000109636;2,85E-03
fromnumeric.py;1781;ravel;40;0.00010917500000000001;5.33e-05
generic.py;1754;_check_label_or_level_ambiguity;12;0.00010704700000000001;6,51E-01
algorithms.py;1041;duplicated;1;0.000103455;6,74E-01
common.py;280;_get_filepath_or_buffer;1;0.00010334500000000001;1,32E-01
base.py;821;_view;20;0.00010231300000000001;3,71E+11
generic.py;5844;__finalize__;460950;54.932.312.130.000.000;26.027.245.810.000.000
generic.py;40;_check;8396720;45.847.086.290.000.000;3.365.312.841
indexing.py;806;__setitem__;65456;41.931.941.816.000.000;0.504005967
algorithms.py;1166;checked_add_with_arr;65459;37.197.180.230.000.000;1.348.423.267
base.py;5464;equals;130981;36.372.854.140.000.000;0.377767727
construction.py;493;sanitize_array;196465;36.065.455.490.000.000;1.102.879.474
frame.py;3703;_ixs;66371;35.698.073.380.000.000;0.23699577100000002
datetimelike.py;785;_validate_setitem_value;196369;35.615.894.330.000.000;0.281338909
base.py;430;__new__;65507;35.196.005.560.000.000;0.781336562
indexing.py;1658;_setitem_with_indexer;65456;34.334.098.647.000.000;0.7127559050000001
~;0;<built-in method builtins.getattr>;12327471;33.708.160.840.000.000;24.598.340.060.000.000
common.py;96;is_bool_indexer;327298;33.488.315.500.000.000;0.72322213
common.py;427;is_period_dtype;394475;31.692.033.470.000.000;0.46035167800000004
utils.py;294;length_of_indexer;196368;30.783.912.780.000.000;0.43781152900000003
~;0;<built-in method builtins.len>;5907365;30.499.853.700.000.000;21.599.887.030.000.000
config.py;262;__call__;261933;30.315.852.110.000.000;0.256056977
<string>;1;<module>;1;27.974.203.290.500.000;0.048597533000000005
array_ops.py;231;comparison_op;130931;26.765.022.689.000.000;0.5458066060000001
missing.py;460;array_equivalent;65477;26.743.965.050.000.000;0.40532072700000005
series.py;342;__init__;525568;26.157.716.058.000.000;33.283.267.390.000.000
construction.py;399;extract_array;395501;23.736.097.970.000.000;0.38170686600000003
~;0;<method 'sum' of 'numpy.ndarray' objects>;66322;23.595.790.240.000.000;0.080033692
generic.py;12068;_inplace_method;65456;22.970.361.146.000.000;0.36188209400000004
blocks.py;843;set_inplace;65456;21.696.092.030.000.000;0.06486436000000001
indexing.py;2656;check_deprecated_indexers;788042;20.617.009.740.000.000;1.039.153.642
series.py;5428;shift;130920;19.369.412.491.000.000;0.23979767500000002
_methods.py;55;_any;328193;19.034.629.260.000.000;0.21383368200000002
common.py;162;is_object_dtype;327415;18.870.798.620.000.000;0.45990109500000004
base.py;1316;_arith_method;65462;18.067.495.617.000.000;0.596776858
~;0;<pandas._libs.lib.is_list_like>;2489581;17.507.203.770.000.000;1.558.341.502
_ufunc_config.py;430;__enter__;198121;16.691.732.860.000.000;0.30384523
~;0;<built-in method numpy.asarray>;720433;16.609.725.050.000.000;10.761.243.870.000.000
managers.py;1143;iget_values;65456;14.393.028.650.000.000;0.18879925900000002
common.py;1744;<genexpr>;1967738;14.051.870.430.000.000;0.786019067
~;0;<built-in method numpy.core._multiarray_umath.implement_array_function>;523925;13.218.044.031.000.000;4.435.075.343
frame.py;4257;_box_col_values;66371;12.112.677.820.000.000;0.20927325300000002
base.py;7372;maybe_extract_name;327449;11.816.398.830.000.000;0.42583034200000003
inference.py;188;is_array_like;523713;11.080.919.930.000.000;0.336789548
managers.py;2058;dtype;1112887;10.835.749.940.000.000;0.9022826110000001
indexing.py;1258;_get_label;65456;10.656.557.070.000.000;0.081183031
generic.py;1392;<genexpr>;392742;10.579.499.410.000.000;0.375285851
indexing.py;1087;_getbool_axis;65457;9.761.328.325.000.000;0.205084009
<__array_function__ internals>;177;roll;130920;7.668.283.977.000.000;0.24147041200000002
~;0;<built-in method _operator.add>;65457;7.398.860.256.000.000;0.069152771
numeric.py;1147;roll;130920;6.932.395.057.000.000;5.822.619.315.000.000
datetimelike.py;1428;__add__;65457;6.666.916.335.000.000;0.17025092900000002
datetimes.py;458;_check_compatible_with;589115;5.910.166.467.000.000;0.438818184
generic.py;5904;__setattr__;722944;5.689.023.323.000.000;1.539.635.714
missing.py;108;isna;328267;4.424.619.182.000.000;0.248394414
dtypes.py;1247;is_dtype;8;6,06E+11;1,45E+11
base.py;5204;_validate_fill_value;20;5,98E+11;3,92E-01
contextlib.py;132;__enter__;20;5,89E+11;1,80E+11
contextlib.py;287;helper;20;5,88E+11;2,27E+11
contextlib.py;141;__exit__;20;5,83E+11;2,57E-01
generic.py;687;size;1;5,54E+11;4,45E-03
range.py;458;copy;2;5,54E+11;7,19E+09
~;0;<pandas._libs.algos.take_1d_float64_float64>;9;5,53E+11;5,53E+11
base.py;7456;unpack_nested_dtype;7;5,18E+11;6,81E+09
base.py;1268;copy;2;4,94E+11;7,77E-03
concat.py;110;<genexpr>;17;4,92E+11;4,52E-01
base.py;6205;_maybe_promote;7;4,89E+11;1,51E-01
generic.py;445;_validate_dtype;9;4,87E+11;1,59E-01
pathlib.py;484;_parse_args;1;4,58E+11;6.25e-06
_dtype.py;24;_kind_name;93;4,55E+11;4,55E+11
generic.py;518;_construct_axes_from_arguments;11;4,39E+11;2,76E+11
common.py;546;temp_setattr;38;4,37E+11;2,96E+11
base.py;4437;_wrap_reindex_result;2;4,19E+11;2,67E-03
timedeltas.py;140;_box_func;2;4,18E+11;1,51E-01
readers.py;1444;close;1;4,07E+11;5,26E-03
base.py;356;size;8;4,03E+11;9,28E-03
base.py;4441;_maybe_preserve_names;2;3,93E+11;7,95E-03
managers.py;431;fillna;1;3,82E+11;2,44E-03
base.py;216;_obj_with_exclusions;10;3,80E+11;1,47E+11
contextlib.py;104;__init__;20;3,61E+11;3,04E-01
timedeltas.py;279;_unbox_scalar;7;3,60E+11;3,09E+11
base_parser.py;165;_validate_parse_dates_presence;1;3,59E+11;1,36E+11
fromnumeric.py;2955;prod;1;3,59E+11;3,17E-03
algorithms.py;235;_ensure_arraylike;12;3,46E+11;1,01E-01
generic.py;570;_get_block_manager_axis;17;3,44E+11;2,39E-01
grouper.py;569;name;11;3,43E+11;1,80E-01
~;0;<method 'insert' of 'list' objects>;106;3,29E+11;3,29E+11
readers.py;1527;_clean_options;1;3,27E+11;2,32E-01
concat.py;582;_dtype_to_na_value;6;3,00E+11;2,91E-01
range.py;118;__new__;1;2,99E+11;1,07E+11
base.py;229;construct_from_string;22;2,94E+11;2,55E-01
concat.py;442;<genexpr>;2;2,83E+11;2,02E-03
~;0;<built-in method _operator.truediv>;1;2,82E+11;2,82E+11
~;0;<built-in method builtins.exec>;1;279.742.064.039;3,11E+11
<ipython-input-134-80e15ba39301>;5;read_egg_v3_lowerP;1;279.693.435.372;38.201.979.240.000.000
_strptime.py;26;_getlang;2;2,76E+11;4,97E-03
